race_id,driver_id,track_id,lap_number,lap_time,position,start_grid_position,safety_car_status,progress,race_date
1,1,7,1,99.12,8,6,1,0.014285714285714285,2023-01-08
1,1,7,2,82.59,3,6,0,0.02857142857142857,2023-01-08
1,1,7,3,93.41,1,6,2,0.04285714285714286,2023-01-08
1,1,7,4,96.27,2,6,3,0.05714285714285714,2023-01-08
1,1,7,5,82.53,7,6,3,0.07142857142857142,2023-01-08
1,1,7,6,95.33,3,6,0,0.08571428571428572,2023-01-08
1,1,7,7,87.45,11,6,0,0.1,2023-01-08
1,1,7,8,97.19,13,6,1,0.11428571428571428,2023-01-08
1,1,7,9,97.49,6,6,1,0.12857142857142856,2023-01-08
1,1,7,10,86.65,20,6,1,0.14285714285714285,2023-01-08
1,1,7,11,94.78,17,6,3,0.15714285714285714,2023-01-08
1,1,7,12,99.7,17,6,1,0.17142857142857143,2023-01-08
1,1,7,13,90.42,12,6,3,0.18571428571428572,2023-01-08
1,1,7,14,98.42,10,6,3,0.2,2023-01-08
1,1,7,15,89.51,2,6,0,0.21428571428571427,2023-01-08
1,1,7,16,96.15,13,6,3,0.22857142857142856,2023-01-08
1,1,7,17,88.19,17,6,3,0.24285714285714285,2023-01-08
1,1,7,18,88.38,13,6,1,0.2571428571428571,2023-01-08
1,1,7,19,88.48,16,6,3,0.2714285714285714,2023-01-08
1,1,7,20,96.81,4,6,2,0.2857142857142857,2023-01-08
1,1,7,21,92.47,3,6,2,0.3,2023-01-08
1,1,7,22,80.2,2,6,1,0.3142857142857143,2023-01-08
1,1,7,23,95.33,19,6,3,0.32857142857142857,2023-01-08
1,1,7,24,85.25,14,6,2,0.34285714285714286,2023-01-08
1,1,7,25,91.88,14,6,0,0.35714285714285715,2023-01-08
1,1,7,26,92.26,5,6,2,0.37142857142857144,2023-01-08
1,1,7,27,92.51,5,6,0,0.38571428571428573,2023-01-08
1,1,7,28,83.77,2,6,1,0.4,2023-01-08
1,1,7,29,92.59,19,6,1,0.4142857142857143,2023-01-08
1,1,7,30,86.4,14,6,1,0.42857142857142855,2023-01-08
1,1,7,31,98.45,9,6,3,0.44285714285714284,2023-01-08
1,1,7,32,95.4,4,6,0,0.45714285714285713,2023-01-08
1,1,7,33,93.81,12,6,2,0.4714285714285714,2023-01-08
1,1,7,34,84.75,5,6,1,0.4857142857142857,2023-01-08
1,1,7,35,80.4,1,6,2,0.5,2023-01-08
1,1,7,36,83.8,12,6,2,0.5142857142857142,2023-01-08
1,1,7,37,85.14,1,6,3,0.5285714285714286,2023-01-08
1,1,7,38,90.4,9,6,0,0.5428571428571428,2023-01-08
1,1,7,39,93.37,2,6,3,0.5571428571428572,2023-01-08
1,1,7,40,99.75,8,6,3,0.5714285714285714,2023-01-08
1,1,7,41,95.97,8,6,2,0.5857142857142857,2023-01-08
1,1,7,42,88.66,9,6,2,0.6,2023-01-08
1,1,7,43,99.62,3,6,1,0.6142857142857143,2023-01-08
1,1,7,44,82.02,3,6,1,0.6285714285714286,2023-01-08
1,1,7,45,83.55,6,6,2,0.6428571428571429,2023-01-08
1,1,7,46,85.83,4,6,0,0.6571428571428571,2023-01-08
1,1,7,47,98.76,20,6,3,0.6714285714285714,2023-01-08
1,1,7,48,86.59,15,6,3,0.6857142857142857,2023-01-08
1,1,7,49,89.07,12,6,1,0.7,2023-01-08
1,1,7,50,84.32,4,6,2,0.7142857142857143,2023-01-08
1,1,7,51,99.44,4,6,1,0.7285714285714285,2023-01-08
1,1,7,52,98.2,6,6,0,0.7428571428571429,2023-01-08
1,1,7,53,80.51,7,6,3,0.7571428571428571,2023-01-08
1,1,7,54,97.95,7,6,0,0.7714285714285715,2023-01-08
1,1,7,55,91.17,14,6,1,0.7857142857142857,2023-01-08
1,1,7,56,94.25,16,6,0,0.8,2023-01-08
1,1,7,57,95.43,4,6,3,0.8142857142857143,2023-01-08
1,1,7,58,87.07,11,6,2,0.8285714285714286,2023-01-08
1,1,7,59,99.94,10,6,1,0.8428571428571429,2023-01-08
1,1,7,60,83.69,4,6,1,0.8571428571428571,2023-01-08
1,1,7,61,92.93,15,6,3,0.8714285714285714,2023-01-08
1,1,7,62,86.84,14,6,1,0.8857142857142857,2023-01-08
1,1,7,63,85.31,1,6,0,0.9,2023-01-08
1,1,7,64,80.52,4,6,1,0.9142857142857143,2023-01-08
1,1,7,65,82.14,10,6,1,0.9285714285714286,2023-01-08
1,1,7,66,90.78,5,6,1,0.9428571428571428,2023-01-08
1,1,7,67,86.44,16,6,2,0.9571428571428572,2023-01-08
1,1,7,68,87.8,16,6,1,0.9714285714285714,2023-01-08
1,1,7,69,95.94,4,6,3,0.9857142857142858,2023-01-08
1,1,7,70,97.37,16,6,3,1.0,2023-01-08
1,2,7,1,84.29,5,15,1,0.014285714285714285,2023-01-08
1,2,7,2,85.55,5,15,3,0.02857142857142857,2023-01-08
1,2,7,3,80.64,12,15,2,0.04285714285714286,2023-01-08
1,2,7,4,83.77,18,15,3,0.05714285714285714,2023-01-08
1,2,7,5,83.41,3,15,1,0.07142857142857142,2023-01-08
1,2,7,6,81.51,6,15,2,0.08571428571428572,2023-01-08
1,2,7,7,82.58,17,15,3,0.1,2023-01-08
1,2,7,8,89.91,4,15,0,0.11428571428571428,2023-01-08
1,2,7,9,81.4,17,15,0,0.12857142857142856,2023-01-08
1,2,7,10,97.79,11,15,3,0.14285714285714285,2023-01-08
1,2,7,11,80.77,15,15,2,0.15714285714285714,2023-01-08
1,2,7,12,92.56,1,15,0,0.17142857142857143,2023-01-08
1,2,7,13,87.03,18,15,1,0.18571428571428572,2023-01-08
1,2,7,14,96.29,15,15,2,0.2,2023-01-08
1,2,7,15,90.17,5,15,3,0.21428571428571427,2023-01-08
1,2,7,16,81.04,4,15,3,0.22857142857142856,2023-01-08
1,2,7,17,84.12,17,15,1,0.24285714285714285,2023-01-08
1,2,7,18,92.53,14,15,0,0.2571428571428571,2023-01-08
1,2,7,19,91.87,1,15,0,0.2714285714285714,2023-01-08
1,2,7,20,83.31,5,15,0,0.2857142857142857,2023-01-08
1,2,7,21,91.36,11,15,0,0.3,2023-01-08
1,2,7,22,90.16,17,15,0,0.3142857142857143,2023-01-08
1,2,7,23,86.92,13,15,0,0.32857142857142857,2023-01-08
1,2,7,24,83.13,8,15,0,0.34285714285714286,2023-01-08
1,2,7,25,80.74,20,15,0,0.35714285714285715,2023-01-08
1,2,7,26,88.62,8,15,1,0.37142857142857144,2023-01-08
1,2,7,27,90.29,10,15,1,0.38571428571428573,2023-01-08
1,2,7,28,89.57,19,15,0,0.4,2023-01-08
1,2,7,29,98.73,6,15,3,0.4142857142857143,2023-01-08
1,2,7,30,97.34,19,15,3,0.42857142857142855,2023-01-08
1,2,7,31,95.9,13,15,2,0.44285714285714284,2023-01-08
1,2,7,32,85.5,18,15,1,0.45714285714285713,2023-01-08
1,2,7,33,88.18,5,15,1,0.4714285714285714,2023-01-08
1,2,7,34,83.34,5,15,3,0.4857142857142857,2023-01-08
1,2,7,35,99.85,2,15,0,0.5,2023-01-08
1,2,7,36,81.31,8,15,3,0.5142857142857142,2023-01-08
1,2,7,37,89.62,17,15,1,0.5285714285714286,2023-01-08
1,2,7,38,89.57,20,15,0,0.5428571428571428,2023-01-08
1,2,7,39,93.06,13,15,0,0.5571428571428572,2023-01-08
1,2,7,40,85.31,15,15,2,0.5714285714285714,2023-01-08
1,2,7,41,97.23,5,15,1,0.5857142857142857,2023-01-08
1,2,7,42,82.19,12,15,3,0.6,2023-01-08
1,2,7,43,82.25,5,15,1,0.6142857142857143,2023-01-08
1,2,7,44,95.26,19,15,3,0.6285714285714286,2023-01-08
1,2,7,45,89.14,5,15,3,0.6428571428571429,2023-01-08
1,2,7,46,99.47,10,15,0,0.6571428571428571,2023-01-08
1,2,7,47,84.79,18,15,3,0.6714285714285714,2023-01-08
